Column,Source_System,API_URL,Spatial_Res,Temporal_Res,Update_Frequency,Update_Category,Availability_Label,Missing_%,Missing_Root_Cause,Missing_Treatment,Gate1_Status,Gate2_Status
Slope,USGS 3DEP / SRTM,https://elevation.nationalmap.gov/arcgis/rest/services/,30 m → 1 km aggregate,Static,Static,STATIC,PRE_FIRE_STATIC,0.0,none,none,RETAINED,RETAINED
Slope_1km,USGS 3DEP / SRTM,https://elevation.nationalmap.gov/arcgis/rest/services/,30 m → 1 km aggregate,Static,Static,STATIC,PRE_FIRE_STATIC,0.0,none,none,RETAINED,RETAINED
TC,NLDAS / TerraClimate (Water Budget),https://ldas.gsfc.nasa.gov/nldas/,4 km / 0.125°,Monthly,Monthly,MONTHLY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
TF_PFS,CDC Social Vulnerability Index (SVI),https://www.atsdr.cdc.gov/placeandhealth/svi/data_documentation_download.html,Census tract,Static (ACS 5-year),5 years,ANNUAL,PRE_FIRE_STATIC,8.4161,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
THRHLD,EPA EJScreen,https://www.epa.gov/ejscreen/download-ejscreen-data,Census block group,Static,Annual,ANNUAL,PRE_FIRE_STATIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
TPF,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
TPI,USGS 3DEP / SRTM,https://elevation.nationalmap.gov/arcgis/rest/services/,30 m → 1 km aggregate,Static,Static,STATIC,PRE_FIRE_STATIC,0.0,none,none,RETAINED,RETAINED
TPI_1km,USGS 3DEP / SRTM,https://elevation.nationalmap.gov/arcgis/rest/services/,30 m → 1 km aggregate,Static,Static,STATIC,PRE_FIRE_STATIC,0.0,none,none,RETAINED,RETAINED
TPLI,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
TP_ET,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
TRACT,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0294,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
TRI,USGS 3DEP / SRTM,https://elevation.nationalmap.gov/arcgis/rest/services/,30 m → 1 km aggregate,Static,Static,STATIC,PRE_FIRE_STATIC,0.0,none,none,RETAINED,RETAINED
TRI_1km,USGS 3DEP / SRTM,https://elevation.nationalmap.gov/arcgis/rest/services/,30 m → 1 km aggregate,Static,Static,STATIC,PRE_FIRE_STATIC,0.0,none,none,RETAINED,RETAINED
TSDF_ET,EPA EJScreen,https://www.epa.gov/ejscreen/download-ejscreen-data,Census block group,Static,Annual,ANNUAL,PRE_FIRE_STATIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
TSDF_PFS,CDC Social Vulnerability Index (SVI),https://www.atsdr.cdc.gov/placeandhealth/svi/data_documentation_download.html,Census tract,Static (ACS 5-year),5 years,ANNUAL,PRE_FIRE_STATIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
UF_PFS,CDC Social Vulnerability Index (SVI),https://www.atsdr.cdc.gov/placeandhealth/svi/data_documentation_download.html,Census tract,Static (ACS 5-year),5 years,ANNUAL,PRE_FIRE_STATIC,0.049,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
UI_EXP,EPA EJScreen,https://www.epa.gov/ejscreen/download-ejscreen-data,Census block group,Static,Annual,ANNUAL,PRE_FIRE_STATIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
ULHSE,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
UN_ET,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
WDLI,NLDAS / TerraClimate (Water Budget),https://ldas.gsfc.nasa.gov/nldas/,4 km / 0.125°,Monthly,Monthly,MONTHLY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
WD_ET,NLDAS / TerraClimate (Water Budget),https://ldas.gsfc.nasa.gov/nldas/,4 km / 0.125°,Monthly,Monthly,MONTHLY,PRE_FIRE_DYNAMIC,0.0039,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
WF_PFS,CDC Social Vulnerability Index (SVI),https://www.atsdr.cdc.gov/placeandhealth/svi/data_documentation_download.html,Census tract,Static (ACS 5-year),5 years,ANNUAL,PRE_FIRE_STATIC,10.1718,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
bi,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
bi_5D_max,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
bi_5D_mean,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
bi_Normal,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
bi_Percentile,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0725,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
erc,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
erc_5D_max,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
erc_5D_mean,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
erc_Normal,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
erc_Percentile,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0529,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
etr,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
etr_5D_max,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
etr_5D_mean,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
fm100,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
fm1000,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
fm1000_Normal,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,5.0458,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
fm100_5D_mean,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
fm100_5D_min,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
fm100_Normal,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
fm100_Percentile,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0098,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
pr,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
pr_5D_max,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
pr_5D_mean,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
pr_5D_min,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
pr_Normal,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
rmax,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
rmax_5D_mean,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
rmax_5D_min,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
rmax_Normal,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,5.0458,sensor_gap,INTERPOLATE or GRIDMET_FALLBACK,RETAINED,RETAINED
rmin,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
rmin_5D_mean,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
rmin_5D_min,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
rmin_Normal,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,5.0458,sensor_gap,INTERPOLATE or GRIDMET_FALLBACK,RETAINED,RETAINED
road_US_dis,US Census TIGER Road Network,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html,Vector (computed distance),Static,Annual,STATIC,PRE_FIRE_STATIC,99.7825,geographic_coverage,SENTINEL_FILL — 999 means 'no such infrastructure nearby',RETAINED,RETAINED
road_common_name_dis,US Census TIGER Road Network,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html,Vector (computed distance),Static,Annual,STATIC,PRE_FIRE_STATIC,33.7037,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
road_county_dis,US Census TIGER Road Network,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html,Vector (computed distance),Static,Annual,STATIC,PRE_FIRE_STATIC,98.1208,geographic_coverage,SENTINEL_FILL — 999 means 'no such infrastructure nearby',RETAINED,RETAINED
road_interstate_dis,US Census TIGER Road Network,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html,Vector (computed distance),Static,Annual,STATIC,PRE_FIRE_STATIC,99.9236,geographic_coverage,SENTINEL_FILL — 999 means 'no such infrastructure nearby',RETAINED,RETAINED
road_other_dis,US Census TIGER Road Network,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html,Vector (computed distance),Static,Annual,STATIC,PRE_FIRE_STATIC,99.4886,geographic_coverage,SENTINEL_FILL — 999 means 'no such infrastructure nearby',RETAINED,RETAINED
road_state_dis,US Census TIGER Road Network,https://www.census.gov/geographies/mapping-files/time-series/geo/tiger-line-file.html,Vector (computed distance),Static,Annual,STATIC,PRE_FIRE_STATIC,98.5049,geographic_coverage,SENTINEL_FILL — 999 means 'no such infrastructure nearby',RETAINED,RETAINED
rpms,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
rpms_1km,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
sph,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
sph_5D_mean,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
sph_5D_min,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
sph_Normal,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
sph_Percentile,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
srad,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
srad_5D_max,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
srad_5D_mean,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
srad_Normal,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
th,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
th_5D_max,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
th_5D_mean,UNKNOWN,UNKNOWN — requires manual investigation,UNKNOWN,UNKNOWN,UNKNOWN,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
tmmn,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
tmmn_5D_max,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
tmmn_5D_mean,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
tmmn_Normal,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
tmmn_Percentile,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
tmmx,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
tmmx_5D_max,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
tmmx_5D_mean,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
tmmx_Normal,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
tmmx_Percentile,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
vpd,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
vpd_5D_max,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
vpd_5D_mean,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
vpd_Normal,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
vpd_Percentile,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0607,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
vs,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
vs_5D_max,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
vs_5D_mean,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.0,none,none,RETAINED,RETAINED
vs_Percentile,GridMET,https://www.climatologylab.org/wget-gridmet.html,4 km,Daily,Daily,DAILY,PRE_FIRE_DYNAMIC,0.1117,unknown,REVIEW — investigate before deciding,RETAINED,RETAINED
